State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,16/07/2025,2700,3000,3000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,11/07/2025,2400,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,21/07/2025,2800,3000,3000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,07/04/2025,500,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,08/04/2025,500,800,800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,26/04/2025,500,800,800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,10/04/2025,500,800,800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,15/04/2025,500,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,29/10/2024,3600,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,21/10/2024,4000,6000,6000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,07/10/2024,5000,8000,8000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,28/10/2024,4000,5000,5000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,22/10/2024,4000,6000,6000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,14/01/2023,800,1200,1200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,20/01/2023,900,1200,1200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,23/01/2023,500,1200,1200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,30/01/2023,500,1200,1200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,02/02/2023,500,1200,1200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,17/02/2023,500,800,800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,22/02/2023,500,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,27/02/2023,400,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,02/03/2023,600,800,800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,06/03/2023,600,800,800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,10/03/2023,800,1200,1200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,12/04/2023,500,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,20/04/2023,500,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,21/04/2023,500,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,26/04/2023,300,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,03/05/2023,300,600,600,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,25/05/2023,300,500,500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,27/05/2023,300,600,600,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,29/05/2023,300,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,05/06/2023,400,800,800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,13/06/2023,600,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,16/06/2023,600,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,22/06/2023,1000,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,23/06/2023,1200,2500,2500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,28/06/2023,2800,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,30/06/2023,4000,6000,6000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,13/07/2023,8000,8000,8000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,31/08/2023,3000,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,06/09/2023,2400,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,21/09/2023,1600,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,28/09/2023,1500,1600,1600,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,03/10/2023,1500,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,07/10/2023,1500,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,11/10/2023,1400,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,19/10/2023,1500,1800,1800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,20/10/2023,1500,1700,1700,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,25/10/2023,1400,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,26/10/2023,1400,1600,1600,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,30/10/2023,1500,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,08/11/2023,2500,2500,2500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,28/11/2023,4000,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,05/12/2023,2500,3000,3000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,09/12/2023,1800,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,11/12/2023,1000,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,13/12/2023,1200,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,14/12/2023,1200,1500,1500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,07/05/2025,500,800,800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,09/05/2025,500,800,800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,12/05/2025,500,800,800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,30/05/2025,700,900,900,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,06/09/2025,2800,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,13/09/2025,2000,2500,2500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,16/09/2025,2000,2200,2200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,20/09/2025,1800,2000,2000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,02/09/2025,3000,3500,3500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,09/09/2025,2000,3200,3200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,23/09/2025,3000,3200,3200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,25/09/2025,2600,3000,3000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,26/09/2025,2200,3000,3000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,27/09/2025,2400,3000,3000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,01/10/2025,2400,3200,3200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,13/10/2025,2400,3000,3000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,17/10/2025,2400,2800,2800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,25/08/2025,4000,5000,5000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,13/08/2025,4000,5200,5200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,15/08/2025,4000,5000,5000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,22/08/2025,4000,5000,5000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,27/08/2025,4000,5000,5000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,05/08/2025,4000,5200,5200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,30/08/2025,3000,3600,3600,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,03/02/2025,500,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,04/02/2025,500,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,08/02/2025,600,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,17/02/2025,600,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,11/11/2024,3200,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,13/11/2024,3000,3000,3000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,25/11/2024,3000,4200,4200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,28/11/2024,3000,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,25/01/2025,700,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,14/12/2024,2200,3200,3200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,16/12/2024,2000,2800,2800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,20/12/2024,2000,2400,2400,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,23/12/2024,2000,2400,2400,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,25/12/2024,1800,2400,2400,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,27/12/2024,1200,2500,2500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,10/01/2025,800,1200,1200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,08/01/2025,1000,1500,1500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,12/08/2024,3000,3500,3500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,13/08/2024,3000,3500,3500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,16/08/2024,3000,3500,3500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,27/08/2024,2400,2400,2400,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,01/10/2024,4800,5200,5200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,04/09/2024,2000,2500,2500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,09/09/2024,2000,2500,2500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,14/09/2024,2000,3000,3000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,21/09/2024,3000,4000,4000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,02/01/2023,1000,1500,1500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,11/01/2023,1000,1200,1200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,13/01/2023,1000,1200,1200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,16/01/2023,1000,1200,1200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,18/01/2023,1000,1200,1200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,19/01/2023,1000,1200,1200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,21/01/2023,500,1200,1200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,27/01/2023,500,1200,1200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,28/01/2023,500,1200,1200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,01/02/2023,500,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,03/02/2023,500,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,06/02/2023,500,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,07/02/2023,400,1400,1400,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,08/02/2023,500,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,13/02/2023,500,800,800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,14/02/2023,400,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,03/03/2023,500,900,900,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,18/03/2023,800,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,10/04/2023,500,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,13/04/2023,500,1200,1200,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,15/04/2023,500,800,800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,28/04/2023,400,600,600,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,01/05/2023,400,500,500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,02/05/2023,350,600,600,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,08/05/2023,400,800,800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,17/05/2023,400,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,20/05/2023,400,800,800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,23/05/2023,300,800,800,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,07/06/2023,400,600,600,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,10/06/2023,400,700,700,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,14/06/2023,600,1300,1300,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,15/06/2023,800,1000,1000,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,19/06/2023,800,1500,1500,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,20/06/2023,1000,1600,1600,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,29/06/2023,4000,5600,5600,78
Haryana,Karnal,Gharaunda,Tomato,Other,FAQ,01/07/2023,4800,5600,5600,78
